ISO	Language	Dialect	Genetics	Speakers	Method	Quantity	Harmony?	Vowels	Structure	Peripheral	Nonperipheral	V1OS	V1PS	V1F1	V1F2	V1F3	V1F4	V2OS	V2PS	V2F1	V2F2	V2F3	V2F4	V3OS	V3PS	V3F1	V3F2	V3F3	V3F4	V4OS	V4PS	V4F1	V4F2	V4F3	V4F4	V5OS	V5PS	V5F1	V5F2	V5F3	V5F4	V6OS	V6PS	V6F1	V6F2	V6F3	V6F4	V7OS	V7PS	V7F1	V7F2	V7F3	V7F4	V8OS	V8PS	V8F1	V8F2	V8F3	V8F4	V9OS	V9PS	V9F1	V9F2	V9F3	V9F4	V10OS	V10PS	V10F1	V10F2	V10F3	V10F4	V11OS	V11PS	V11F1	V11F2	V11F3	V11F4	V12OS	V12PS	V12F1	V12F2	V12F3	V12F4	V13OS	V13PS	V13F1	V13F2	V13F3	V13F4	V14OS	V14PS	V14F1	V14F2	V14F3	V14F4	F1Centroid	F1CentroidPosition	F1UCA	F2Centroid	F2CentroidPosition	F2UCA
mad	Madurese	Standard	Austronesian>MalayoPolynesian>Nuclear>MalayoSumbawan	1	Carrier sentence	Uniform	No	8	6R2b	6	2	i	i	310	2240			ɛ	e	422	2223			a	a̠	870	1308			ə	ʌ	512	1090			ɔ	o	436	878			u	u	304	754			ɨ	ɯ	386	1088			ɤ	ɤ	412	1274																																							456.5	0.269434629	525.306	1356.875	0.40570323	1335.026
mai	Maithili		IndoEuropean>IndoIranian>IndoAryan>Eastern>Bihari	1	Isolation	Uniform	No	8	7S1	7	1	i		277	2583			e		430	2223	2763		æ		843	1843	2330		a		847	1277	2500		ɔ		542	847	2860		o		445	777	2790		u		330	777			ə		777	1237	2750																																						561.375	0.498903509	499.87	1445.5	0.370155039	1483.146
mai	Maithili		IndoEuropean>IndoIranian>IndoAryan>Eastern>Bihari	1	Wordlist	Uniform	No	8	7S1	7	1	i		317	2345	2943		e		415	2142	2832		æ		860	1863	2330		a		892	1402	2680		ɔ		555	915	2710		o		445	887	2852		u		330	817			ə		742	1223	2653																																						569.5	0.439130435	541.825	1449.25	0.413776178	1414.448
mai	Maithili		IndoEuropean>IndoIranian>IndoAryan>Eastern>Bihari	1	Carrier sentence	Uniform	No	8	7S1	7	1	i		293	2460	3373		e		418	2046	2757		æ		663	1674	2443		a		681	1348	2409		ɔ		598	894	2451		o		424	827	2411		u		318	751	2360		ə		506	1241	2491																																						487.625	0.501610825	444.708	1405.125	0.382753072	1419.219
maj	Jalapa Mazatec	Jalapa de Diaz	OtoManguean>Popolocan>Mazatecan	3	Wordlist	Uniform	No	5	5S0	5	0	i		380	2140			æ		710	1845			a		710	1515			o		515	1190			u		410	1160																																																									545	0.5	509.03	1570	0.418367347	1543.18
mas	Maa		NiloSaharan>EasternSudanic>EasternNilotic>LotuxoTeso>LotuxoMaa	5	Wordlist	Uniform	Yes	9	9S0	9	0	i		291	2114	2843		ɪ		377	2024	2721		e		417	1946	2668		ɛ		538	1777	2579		a		696	1431	2480		ɔ		537	1065	2238		o		437	1035	2234		ʊ		376	1115	2370		u		291	1023	2277																																440	0.367901235	449.355	1503.333333	0.440268866	1449.581
mbe	Molalla		Penutian	1	Wordlist	Short	No	3	3S0	3	0	i		436	2025			a		627	1393			u		459	991																																																																					525	0.468013468	502.127	1480.285714	0.425448318	1431.438
mbe	Molalla		Penutian	1	Wordlist	Long	No	4	4R0	4	0	i	ɪ	386	2295			e	æ	683	1640			a	ɑ	670	1141			u	ʊ	414	877																																																															525	0.468013468	502.127	1480.285714	0.425448318	1431.438
mcw	Mawa		AfroAsiatic>Chadic>East>B>Dangla>DanglaMigama	1	Running speech	Uniform	No	6	5S1	5	1	i		365	2200			ɛ		520	1905			a		770	1195			ɔ		490	1020			u		330	1135			ɨ		385	1630																																																			476.6666667	0.333333333	502.04	1514.166667	0.418785311	1481.38
mcx	Mpiemo	Nola	NigerCongo>AtlanticCongo>VoltaCongo>BenueCongo>Bantoid>Southern>NarrowBantu>Northwest>A>MakaaNjem	1	Wordlist	Uniform	No	7	7S0	7	0	i		319	2048			e		383	1986			ɛ		502	1825			a		736	1301			ɔ		503	951			o		381	861			u		361	694																																													455	0.326139089	482.047	1380.857143	0.507280017	1223.414
mdj	Mangbetu		NiloSaharan>CentralSudanic>East	5	Wordlist	Uniform	Yes	9	9S0	9	0	i		257	2179			ɪ		297	2107			e		372	1941			ɛ		455	1904			a		702	1433			ɔ		529	1014			o		378	877			ʊ		340	848			u		276	799																																	400.6666667	0.322846442	430.995	1455.777778	0.475925926	1338.58
mdm	Mayogo		NigerCongo>AtlanticCongo>VoltaCongo>North>AdamawaUbangi>Ubangi>SereNgbakaMba>Ngbaka>Eastern	1	Wordlist	Uniform	No	10	9S1	9	1	i		284	2142	2970	3660	ɪ		387	2158	2905	3570	e		401	2034	2735	3500	ɛ		555	1974	2645	3725	a		771	1479	2320	3475	ɔ		549	981	2380	3510	o		445	1009	2355	3300	ʊ		363	756	2270	3290	u		271	767	2310	3175	ʉ		372	1193	2270	3475																									439.8	0.3376	466.5	1449.3	0.494507846	1304.182
mdw	Mbosi Olee		NigerCongo>AtlanticCongo>VoltaCongo>BenueCongo>Bantoid>Southern>NarrowBantu>Northwest>C>Mbosi	3	Wordlist	Uniform	No	7	7S0	7	0	i		309	2064	XXX		e		375	1801	XXX		ɛ		476	1729	XXX		a		705	1425	XXX		ɔ		506	1022	XXX		o		386	1002	XXX		u		322	1119	XXX																																												439.8571429	0.33044733	463.836	1451.714286	0.423459779	1417.242
mir	Isthmus Mixe		MixeZoque>Mixe	1	Running speech	Uniform	No	6	5S1	5	1	i		320	2168			ɛ		424	1899	2575		a		639	1561	2362		ɔ		440	1127	2444		u		341	1026	2424		ɨ		359	1622	2499																																																		420.5	0.315047022	444.729	1567.166667	0.473876241	1472.522
mlt	Maltese	Gozo	AfroAsiatic>Semitic>West>Central>SouthCentral>Arabic>	1	Isolation	Short	No	4	4L0	4	0	ɪ		277	2426	2794		ɛ		562	1809	2579		ɑ		733	1099	2148		ʊ		312	801	2591																																																														471	0.425438596	455.296	1533.75	0.450923077	1436.375
mnh	Mono	Bili	NigerCongo>Ubangian>Banda>Central>MidSouthern	1	Wordlist	Uniform	No	8	6R2a	6	2	i		300	1936	2840	3401	e		377	1909	2704	3499	a		676	1318	2362	3614	ɔ		563	966	2419	3453	o		434	940	2479	3374	u		301	950	2354	3267	ɨ		301	1595	2291	3334	ə		418	1445	2393	3474																																					421.25	0.322473404	447.016	1382.375	0.444151606	1329.436
mos	Moore		NigerCongo>AtlanticCongo>VoltaCongo>Gur>OtiVolta	3	Wordlist	Short	No	8	8L0	8	0	i		286	2041	2606		ɪ		343	2091	2656		e		390	2053	2772		ɛ		578	1805	2459		a		712	1353	2227		o		443	961	2219		ʊ		374	833	2091		u		320	855	2105																																						430.75	0.339788732	452.566	1499	0.529411765	1324.878
moz	Moukoulu		AfroAsiatic>Chadic>East>B	1	Running speech	Uniform	No	6	5S1	5	1	i		310	1925			ɛ		450	1850			a		700	1490			ɔ		505	1030			u		375	900			ɨ		405	1385																																																			457.5	0.378205128	462.49	1430	0.517073171	1300.775
mpe	Majang		NiloSaharan>EasternSudanic>Eastern>Surmic>North	1	Running speech	Combined	No	9	9S0	9	0	i		250	2330			ɪ		260	2340			e		405	2145			ɛ		535	1940			a		710	1450			ɔ		570	1135			ʊ		330	970			o		315	1080			u		225	1020																																	400	0.360824742	414.635	1601.111111	0.460665045	1505.67
mpe	Majang		NiloSaharan>EasternSudanic>Eastern>Surmic>North	3	Wordlist	Combined	No	10	9S1	9	1	ɪ	i	311	2217			i	i̞	344	2160			e	e	396	2282			ɛ	e̞	481	2168			a	a̟	858	1535			ɔ	ɔ	533	1005			o	o	424	988			ʊ	ʊ	362	828			u	u̟	329	948			ʌ	ɜ	552	1434																											459	0.270566728	524.877	1556.5	0.501031637	1396.514
mri	Maori	North	Austronesian>MalayoPolynesian>Oceanic>Polynesian>NuclearPolynesian>EasternPolynesian>Tahitic>NuclearTahitic	1	Running speech	Long	No	5	4L1	4	1	i		326	2178	2971		e		448	2048			a		666	1156	2287		o		451	860	2402		u		345	1213	2330																																																								439.5	0.333823529	458.94	1508.7	0.492185129	1375.338
mri	Maori	North	Austronesian>MalayoPolynesian>Oceanic>Polynesian>NuclearPolynesian>EasternPolynesian>Tahitic>NuclearTahitic	1	Running speech	Short	No	5	4L1	4	1	i		367	2086			e		448	1899			a		548	1268	2519		o		441	1009	2659		u		355	1370	2556																																																								439.5	0.333823529	458.94	1508.7	0.492185129	1375.338
mse	Musey	Djodo	AfroAsiatic>Chadic>Masa	2	Wordlist	Combined	No	5	5S0	5	0	i		306	1973	2749		e		489	1875	2449		a		695	1427	2347		o		482	1081	2339		u		352	967	2277																																																								464.8	0.408226221	458.099	1464.6	0.494632207	1360.346
mus	Creek	Muskogee	Muskogean>EasternMuskogean	4	Wordlist	Long	No	3	3S0	3	0	i		325	2020			a		680	1260			o		430	880																																																																					485	0.450704225	463.805	1391.666667	0.448830409	1325.74
mus	Creek	Muskogee	Muskogean>EasternMuskogean	4	Wordlist	Short	No	3	3S0	3	0	i		375	1900			a		640	1320			o		460	970																																																																					485	0.450704225	463.805	1391.666667	0.448830409	1325.74
mvf	Inner Mongolian	Chakhar	Altaic>Mongolic>Eastern	1	Wordlist	Long	Yes	8	6R2b	6	2	i	i	356	2347	3016		ɪ	e̞	539	1842	2755		a	a	825	1329	2851		ɔ	ɒ	704	982	2268		ʊ	o̞	573	842	2886		u	u̞	486	930	2712		ə	ə	547	1269	2738		o	ɵ̞	556	947	2929																																						573.25	0.463219616	539.379	1311	0.311627907	1430.455
mvf	Inner Mongolian	Shuulun Hoh-Banner Chakhar	Altaic>Mongolic>Eastern	1	Wordlist	Short	No	10	8R2	8	2	i	i	267	2077			ɪ	e̞	473	1983			ɛ	ɛ	524	1926			a	a	768	1476			ɔ	ɒ	620	1150			o	o̞	519	1012			ʊ	ʊ	392	1022			u	u	297	818			ə	ɘ	400	1395			œ	œ	517	1568																											476.0952381	0.379483191	482.441	1472.52381	0.486900859	1326.275
mvf	Inner Mongolian	Baarin	Altaic>Mongolic>Eastern	1	Wordlist	Long	Yes	11	8L3b	8	3	i	i	340	2278	3055		ɪ	ɪ	393	2282	3075		e	e̞	552	1833	2660		æ	ɛ	622	1668	2810		a	a̠	898	1373	2720		ɔ	o̞	582	990	2895		ʊ	o	493	820	2868		u	u	320	780	2558		ə	ɤ	447	1198	2542		ɵ	ɵ	493	963	2683		œ	ø̞	532	1910	2637																				515.6363636	0.338471217	545.998	1463.181818	0.454848081	1367.282
mvf	Inner Mongolian	Shiliingol	Altaic>Mongolic>Eastern	1	Wordlist	Long	Yes	11	8L3b	8	3	i	i̞	408	2117	2747		ɪ	ɪ	492	2130	2647		e	e	492	1952	2523		æ	æ	702	1705	2613		a	a	827	1292	2390		ɔ	ɔ	593	1098	2652		ʊ	o	467	920	2743		u	u	358	797	2623		ə	ɯ	397	1555	2468		ɵ	ɵ	442	1035	2613		œ	ɞ	688	1227	2413																				533.2727273	0.373715836	541.379	1438.909091	0.481552206	1318.203
mvf	Inner Mongolian	Shuulun Hoh-Banner Chakhar	Altaic>Mongolic>Eastern	1	Wordlist	Long	No	11	8R3b	8	3	i		269	2245			ɪ		387	2255			ɛ		583	1956			a		818	1516			ɔ		646	1075			o		515	873			ʊ		434	943			u		312	730			y		296	1918			œ		532	1568			ə		429	1417																					476.0952381	0.379483191	482.441	1472.52381	0.486900859	1326.275
mvf	Inner Mongolian	Baarin	Altaic>Mongolic>Eastern	1	Wordlist	Long	Yes	12	8R4	8	4	i		347	1981	2746		ɪ		425	1869	2651		ɛ		565	1741	2634		a		773	1295	3068		ɔ		617	940	2129		o		452	930	2295		ʊ		443	808	2416		u		382	895	2399		y		338	1938	2295		ʏ		434	1747	2368		œ		526	1429	2429		ə		452	1321	2295														479.5	0.325287356	508.085	1407.833333	0.511366866	1266.643
mwm	Sar	Douyou	NiloSaharan>ChariNile>CentralSudanic>BongoBagirmi>Sara	1	Carrier sentence	Long	No	6	6R0	6	0	i		252	2331	3125	3847	e		346	2250	2683	3589	a		651	1463	2463	3696	ɔ		483	1120	2583	3264	o		370	798	2631	3448	u		290	723	2530	3304																																																	398.6666667	0.367585631	408.009	1447.5	0.450559701	1351.728
mxp	Ayutla Mixe		MixeZoquean>Mixe	2	Carrier sentence	Uniform	No	7	6R1	6	1	i		323	2204	3065		e		547	1835	2815		a		633	1552	2779		ʌ		614	1364	2807		ɤ		447	953	2602		u		367	836	2437		ɨ		369	1388	2502																																												471.4285714	0.478801843	444.21	1447.428571	0.44695071	1370.888
mya	Burmese	Standard	SinoTibetan>TibetoBurman>LoloBurmese>Burmish>Southern	1	Wordlist	Uniform	No	7	7S0	7	0	i		415		3252		e		600	2200		3470	ɛ		666	2132	2610		ɑ		956	1119	2140		ɔ		806	956	2055		o		666	900	2215		u		400	666	2095																																												644.1428571	0.439105858	617.396			
myb	Mbay	Moissala	NiloSaharan>ChariNile>CentralSudanic>BongoBagirmi>Sara	1	Carrier sentence	Long	No	6	6R0	6	0	i		328	2520			e		411	2375			a		580	1746			ɔ		535	1271			o		401	931			u		336	863																																																			431.8333333	0.412037037	426.532	1617.666667	0.455441561	1510.887
myf	Bambassi		AfroAsiatic>Omotic>North>Mao>East	1	Running speech	Uniform	No	5	5S0	5	0	i		340	2105			e		505	1895			a		655	1400			o		460	1005			u		310	1005																																																									454	0.417391304	444.895	1482	0.433636364	1435.1
myu	Munduruku		Tupi>Munduruku	3	Wordlist	Uniform	No	5	4L1	4	1	i		327	2467	3109		e		504	2212	2847		a		705	1481	2436		o		450	894	2453		ə		480	1387	2510																																																								493.2	0.43968254	474.798	1688.2	0.504895105	1509.043
nab	Nambikwara		Nambikwaran	1	Wordlist	Uniform	No	5	5S0	5	0	i		250	2093			e		500	1930			a		784	1381			o		488	800			u		366	890																																																									477.6	0.426217228	458.794	1418.8	0.478576953	1305.563
nan	Min Taiwanese	Nan (Southern)	SinoTibetan>Sinitic>Chinese>Min	3	Carrier sentence	Uniform	No	5	5S0	5	0	i		282	2368	3269		e		392	2258	2918		a		816	1238	2525		ɔ		474	747	2711		u		313	658	2618																																																								455.4	0.324719101	490.794	1453.8	0.465380117	1326.61
nap	Neapolitan	Naples	IndoEuropean>Italic>Romance>ItaloWestern>ItaloDalmatian	?	Wordlist	Uniform	No	7	7S0	7	0	i		274	2475			e		340	2239			ɛ		491	1999			a		740	1282			ɔ		517	961			o		367	861			u		322	842																																													435.8571429	0.347332925	456.206	1522.714286	0.41684892	1480.503
nap	Neapolitan	Northern Calabrian>Rocca Imperiale	IndoEuropean>Italic>Romance>ItaloWestern>ItaloDalmatian	4	Wordlist	Uniform	No	7	7S0	7	0	i		333	2211			ɪ		369	2094			ɛ		433	1816			a		604	1513			ɔ		560	1125			ʊ		435	916			u		343	746																																													439.5714286	0.393252504	438.961	1488.714286	0.506972209	1318.815
nap	Neapolitan	Northern Calabrian>Trebisacce	IndoEuropean>Italic>Romance>ItaloWestern>ItaloDalmatian	4	Wordlist	Uniform	No	7	7S0	7	0	i		316	2172			ɪ		359	2009			ɛ		439	1839			a		576	1453			ɔ		467	1221			ʊ		377	1037			u		344	892																																													411.1428571	0.365934066	417.66	1517.571429	0.488727679	1392.48
nav	Navajo		DeneYeniseian>NaDene>AthabaskanEyak>Athabaskan>Southern>SouthwesternApache>Western	2	Wordlist	Long	No	4	4L0	4	0	i		250	2250	2800		e		570	1880	2300		ɑ		750	1200	2500		o		370	780	2200																																																														520	0.54	445.5	1517.5	0.50170068	1354.77
nav	Navajo		DeneYeniseian>NaDene>AthabaskanEyak>Athabaskan>Southern>SouthwesternApache>Western	2	Wordlist	Short	No	4	4L0	4	0	ɪ		330	1920	2450		ɛ		680	1780	2500		a		730	1350	2200		ɔ		480	980	2100																																																														520	0.54	445.5	1517.5	0.50170068	1354.77
naw	Nawuri		NigerCongo>AtlanticCongo>VoltaCongo>Kwa>Nyo>PotouTano>Tano>Guang>North	4	Wordlist	Long	Yes	9	9S0	9	0	i		280	2050			e		350	2070			ɪ		350	2040			ɛ		540	1900			a		855	1420			ɔ		545	860			ʊ		405	780			o		365	870			u		315	820																																	445	0.286956522	504.825	1423.333333	0.49870801	1284.39
nde	Ndebele		NigerCongo>AtlanticCongo>BenueCongo>Bantoid>Southern>Bantu>Central>Southern>Nguni>Zunda	3	Carrier sentence	Uniform	No	5	5S0	5	0	i		278	2052			e		350	1915			a		650	1287			o		395	777			u		300	612																																																									394.6	0.31344086	423.452	1328.6	0.497638889	1175.04
nds	Low German	Eastphalian	IndoEuropean>Germanic>WestGermanic>LowGerman	3	Running speech	Long	No	7	7S0	7	0	i		237	2320			e		347	2177			ɛ		540	1867			a		693	1140			ɔ		532	943			o		400	925			u		285	687																																													433.4285714	0.430764411	415.296	1437	0.459277404	1325.503
ndv	Ndut		NigerCongo>AtlanticCongo>Atlantic>Northern>Cangin	1	Meaningful sentence	Short	Yes	9	8L1	8	1	i		362	2012	2862		ɪ		449	2075	3037		e		419	1859	2419		ɛ		580	1857	2518		a		750	1458	2271		ɔ		593	1218	2187		ʊ		515	925			u		312	859			ə		507	1352	2256																																483.7222222	0.379077753	489.123	1511.222222	0.503635275	1364.909
ndv	Ndut		NigerCongo>AtlanticCongo>Atlantic>Northern>Cangin	1	Meaningful sentence	Long	Yes	9	8L1	8	1	i		312	2010	3010		ɪ		395	2156	3198		e		391	1859	2547		ɛ		546	1937	2578		a		765	1422	2187		ɔ		562	1000	2187		ʊ		437	857			u		312	884			ə		500	1462	2275																																483.7222222	0.379077753	489.123	1511.222222	0.503635275	1364.909
nep	Nepali	Eastern	IndoEuropean>IndoIranian>IndoAryan>Pahari>Eastern	5	Isolation	Uniform	No	6	6R0	6	0	i		280	2254			e		366	2044			a		838	1372			ʌ		658	1054			o		372	782			u		302	770																																																			469.3333333	0.339307049	498.178	1379.333333	0.410601977	1350.244
new	Ngwe		NigerCongo>AtlanticCongo>VoltaCongo>BenueCongo>Bantoid>Southern>WideGrassfields>Narrow>MbamNkam>Bamikele	1	Wordlist	Uniform	No	13	8R5	8	5	i	i	263	2367			e	e	358	2286			ɛ	æ	680	2094			a	a̟	782	1768			ɑ	ɑ	749	1233			ɔ	ɔ	503	756			o	o	372	775			u	u̞	330	680			y	y	238	2195			ɯ	ɘ	405	1703			ʌ	ɜ	541	1746			ɤ	ɤ̞	492	1441			ɐ	ʌ	519	1303									479.3846154	0.443721719	450.704	1565.153846	0.524691077	1339.617
ngk	Dalabon		Australian>Gunwingguan	1	Running speech	Uniform	No	6	5S1	5	1	i		378	2081	2815		e		505	1527	2899		a		694	1456	2841		o		532	1083	2983		u		422	1127	2657		ʉ		467	1339	2697																																																		499.6666667	0.385021097	501.556	1435.5	0.353206413	1473.218
nia	Nias		Austronesian>MalayoPolinesian>Nuclear>NorthwestSumatran>NorthernBarrierIslands	1	Wordlist	Uniform	No	6	5S1	5	1	i		260	2558			e		429	2444			a		742	1524			o		467	792			 u		268	717			ɤ		399	1555																																																			427.5	0.347510373	448.462	1598.333333	0.47872533	1436.831
njm	Angami		SinoTibetan>TibetoBurman>AngamiPochuri	4	Carrier sentence	Uniform	No	6	5S1	5	1	i		301	2403	3028		e		520	2054	2776		a		749	1187	2640		o		470	864	2618		 u		331	941	2374		ə		457	1438	2584																																																		471.3333333	0.380208333	476.168	1481.166667	0.401017977	1465.749
njo	Ao	Mongsen	SinoTibetan>TibetoBurman>KukiChinNaga>Naga	1	Wordlist	Uniform	No	5	3S2	3	2	i		301	2293	3037		a		641	1189	2431		u		342	658	2512		ʉ		310	1691	2671		ə		472	1643	2717																																																								413.2	0.33	433.94	1494.8	0.511804281	1297.285
nld	Dutch	Southern>Limburg	IndoEuropean>Germanic>WestGermanic>LowFranconian	10	Carrier sentence	Long	No	4	3S1	3	1	e		354	2155	2699		a		748	1420	2587		o		339	888	2637		ø		351	1705	2348																																																														404.6666667	0.28022362	457.507	1507.416667	0.485056121	1387.307
nld	Dutch	Southern>Limburg	IndoEuropean>Germanic>WestGermanic>LowFranconian	6	Carrier sentence	Long	No	4	3S1	3	1	e		336	2186			a		653	1359			o		358	747			ø		341	1544																																																															412.8333333	0.360187553	424.881	1505.833333	0.502871659	1337.019
nld	Dutch	Southern>East Flanders	IndoEuropean>Germanic>WestGermanic>LowFranconian	10	Carrier sentence	Long	No	5	3S2	3	2	e		392	2112	2699		a		747	1376	2587		o		396	783	2637		y		287	1840	2269		ø		388	1517	2348																																																								434.0833333	0.328505007	463.206	1457.083333	0.461069311	1354.642
nld	Dutch	Southern>West Flanders	IndoEuropean>Germanic>WestGermanic>LowFranconian	10	Carrier sentence	Long	No	5	3S2	3	2	e		337	2199	2742		a		773	1468	2489		o		360	792	2566		y		267	1925	2316		ø		339	1596	2380																																																								420.9166667	0.304183136	464.846	1516.833333	0.50405656	1354.258
nld	Dutch	Southern>East Flanders	IndoEuropean>Germanic>WestGermanic>LowFranconian	6	Carrier sentence	Long	No	5	3S2	3	2	e		345	2198			a		615	1353			o		362	752			y		271	1797			ø		349	1637																																																									400.25	0.396769663	398.196	1499.583333	0.517000922	1317.386
nld	Dutch	Southern>Brabant	IndoEuropean>Germanic>WestGermanic>LowFranconian	10	Carrier sentence	Short	No	5	4L1	4	1	ɪ		364	1745	2566		ɛ		475	1616	2572		ɑ		555	1066	2655		ɔ		398	850	2665		ʏ		353	1492	2514																																																								399.8333333	0.298303835	441.732	1464.5	0.462377728	1369.639
nld	Dutch	Southern>Antwerp	IndoEuropean>Germanic>WestGermanic>LowFranconian	6	Carrier sentence	Short	No	5	4L1	4	1	ɪ		329	2122			ɛ		473	1894			ɑ		704	1368			ɔ		529	922			ʏ		347	1747																																																									440.8333333	0.354901961	456.175	1571.916667	0.520937129	1389.355
nld	Dutch	Southern>Brabant	IndoEuropean>Germanic>WestGermanic>LowFranconian	10	Carrier sentence	Long	No	7	5S2a	5	2	i		278	2179	2787		e		384	1993	2616		a		717	1429	2651		o		369	862	2540		u		266	978	2422		y		265	1825	2348		ø		374	1539	2377																																												399.8333333	0.298303835	441.732	1464.5	0.462377728	1369.639
nld	Dutch	Southern>Antwerp	IndoEuropean>Germanic>WestGermanic>LowFranconian	6	Carrier sentence	Long	No	7	5S2a	5	2	i		290	2245			e		399	2110			a		715	1313			o		443	917			u		350	840			y		297	1833			ø		414	1552																																													440.8333333	0.354901961	456.175	1571.916667	0.520937129	1389.355
nld	Dutch	Southern>East Flanders	IndoEuropean>Germanic>WestGermanic>LowFranconian	10	Carrier sentence	Short	No	7	6L1	6	1	i		306	2245	2816		ɪ		406	1746	2642		ɛ		566	1597	2610		ɑ		600	1040	2608		ɔ		448	827	2647		u		281	961	2372		ʏ		392	1441	2521																																												434.0833333	0.328505007	463.206	1457.083333	0.461069311	1354.642
nld	Dutch	Southern>West Flanders	IndoEuropean>Germanic>WestGermanic>LowFranconian	10	Carrier sentence	Short	No	7	6L1	6	1	i		289	2230	2776		ɪ		424	1757	2554		ɛ		556	1569	2500		ɑ		603	1120	2510		ɔ		426	913	2525		u		271	1157	2311		ʏ		406	1476	2490																																												420.9166667	0.304183136	464.846	1516.833333	0.50405656	1354.258
nld	Dutch	Southern>East Flanders	IndoEuropean>Germanic>WestGermanic>LowFranconian	6	Carrier sentence	Short	No	7	6L1	6	1	i		259	2188			ɪ		392	1926			ɛ		539	1679			ɑ		540	1164			ɔ		423	829			u		293	968			ʏ		415	1504																																													400.25	0.396769663	398.196	1499.583333	0.517000922	1317.386
nld	Dutch	Southern>Limburg	IndoEuropean>Germanic>WestGermanic>LowFranconian	10	Carrier sentence	Short	No	8	6L2	6	2	i		295	2165	2892		ɪ		390	1734	2641		ɛ		515	1570	2622		ɑ		548	1079	2581		ɔ		397	891	2531		u		278	1079	2301		y		271	1906	2315		ʏ		370	1497	2556																																						404.6666667	0.28022362	457.507	1507.416667	0.485056121	1387.307
nld	Dutch	Southern>Limburg	IndoEuropean>Germanic>WestGermanic>LowFranconian	6	Carrier sentence	Short	No	8	6L2	6	2	i		272	2256			ɪ		382	1922			ɛ		516	1694			ɑ		663	1358			ɔ		444	850			u		300	895			y		305	1769			ʏ		384	1490																																							412.8333333	0.360187553	424.881	1505.833333	0.502871659	1337.019
nld	Dutch	Northern>Randstad	IndoEuropean>Germanic>WestGermanic>LowFranconian	10	Carrier sentence	Mixed	No	9	7S2	7	2	i	i	278	2162	2665		ɪ	ɪ	361	1919	2536		ɛ	e̞	475	1739	2492		a	ɐ	670	1425	2485		ɑ	ʌ	578	1172	2435		ɔ	o	402	821	2851		u	u	259	805	2253		y	y	259	1734	2205		ʏ	ʏ	366	1595	2345																																405.3333333	0.356042174	419.701	1485.777778	0.501678539	1335.587
nld	Dutch	Northern>South Gelderland	IndoEuropean>Germanic>WestGermanic>LowFranconian	10	Carrier sentence	Mixed	No	9	7S2	7	2	i	i	293	2078	2618		ɪ	ɪ	373	1873	2510		ɛ	e̞	475	1725	2506		a	ɐ	660	1414	2439		ɑ	ʌ	557	1173	2468		ɔ	o	426	843	2392		u	u	278	957	2303		y	y	273	1715	2200		ʏ	ʏ	368	1569	2366																																411.4444444	0.357737583	424.317	1483	0.518218623	1325.885
nld	Dutch	Northern>Limburg	IndoEuropean>Germanic>WestGermanic>LowFranconian	10	Carrier sentence	Mixed	No	9	7S2	7	2	i	i	278	2125	2690		ɪ	ɪ	411	1691	2531		ɛ	e̞	586	1535	2560		a	ɐ	727	1380	2538		ɑ	ʌ	563	1043	2524		ɔ	o	421	833	2501		u	u̟	260	1008	2373		y	y	270	1800	2328		ʏ	ʏ	388	1399	2367																																433.7777778	0.372115156	442.597	1423.777778	0.457258342	1338.172
nld	Dutch	Northern>Groningen	IndoEuropean>Germanic>WestGermanic>LowFranconian	10	Carrier sentence	Mixed	No	9	7S2	7	2	i	i	276	2143	2617		ɪ	ɪ	366	1941	2514		ɛ	e̞	452	1760	2502		a	ɐ	664	1490	2498		ɑ	ʌ	596	1279	2431		ɔ	o	453	943	2448		u	u	277	854	2241		y	y	256	1763	2159		ʏ	ʏ	355	1576	2268																																410.5555556	0.378812636	415.528	1527.666667	0.52262736	1357.999
nld	Dutch	Standard Northern	IndoEuropean>Germanic>WestGermanic>LowFranconian	50	Wordlist	Mixed	No	12	9S3	9	3	i		294	2208	2766		ɪ		388	2003	2571		e		407	2017	2553		ɛ		583	1725	2471		a		795	1301	2565		ɑ		679	1051	2619		ɔ		523	866	2692		o		487	911	2481		u		339	810	2323		y		305	1730	2208		ø		443	1497	2260		œ		438	1498	2354														473.4166667	0.358117099	489.891	1468.083333	0.470731998	1356.618
nld	Dutch		IndoEuropean>Germanic>WestGermanic>LowFranconian	2	Isolation	Mixed	No	12	9S3	9	3	i		295	2419			ɪ		391	2201			e		409	2139			ɛ		596	1931			a		721	1368			ɑ		672	1239			ɔ		534	969			o		432	868			u		317	778			y		295	1831			ø		445	1619			œ		455	1544															463.5	0.395539906	461.566	1575.5	0.485984156	1419.631
nld	Dutch		IndoEuropean>Germanic>WestGermanic>LowFranconian	2	Wordlist	Mixed	No	12	9S3	9	3	i		297	2367			ɪ		390	2067			e		411	2029			ɛ		583	1748			a		712	1411			ɑ		648	1274			ɔ		520	1006			o		431	880			u		317	785			y		302	1770			ø		416	1564			œ		445	1468															456	0.38313253	459.265	1530.75	0.471396966	1403.562
